Gesture,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
two,0.706841,0.652245,1e-06,0.649242,0.61303,-0.006071,0.622126,0.556865,-0.018591,0.603928,0.51575,-0.036468,0.610513,0.48826,-0.052728,0.662463,0.462401,-0.009923,0.639603,0.389127,-0.031145,0.630735,0.34218,-0.044169,0.62854,0.304049,-0.052866,0.687321,0.465585,-0.024189,0.667072,0.373063,-0.053589,0.658479,0.313761,-0.072212,0.658797,0.26662,-0.081485,0.702053,0.48565,-0.039142,0.640404,0.443915,-0.067758,0.624026,0.487691,-0.062277,0.627566,0.515031,-0.050222,0.704337,0.515521,-0.055461,0.646641,0.489742,-0.072013,0.635925,0.521575,-0.063681,0.641814,0.54422,-0.05263
two,0.71396,0.645049,0.0,0.714456,0.5705,0.024048,0.69616,0.514994,0.024528,0.661116,0.490406,0.017621,0.631177,0.487177,0.010161,0.701183,0.468792,0.003122,0.678445,0.394932,-0.00851,0.672993,0.349417,-0.014668,0.669729,0.311682,-0.017824,0.684831,0.478059,-0.016603,0.651032,0.391457,-0.029182,0.635357,0.335605,-0.03594,0.624999,0.29254,-0.040211,0.665773,0.501254,-0.033067,0.607198,0.457517,-0.038299,0.604479,0.486024,-0.028262,0.61423,0.504524,-0.01913,0.64699,0.531026,-0.048226,0.598688,0.500262,-0.045432,0.601336,0.515128,-0.033238,0.614427,0.522984,-0.023249
two,0.69866,0.658943,0.0,0.715974,0.579586,0.025079,0.702888,0.523366,0.031907,0.6738,0.496762,0.032353,0.64703,0.493964,0.031183,0.700912,0.48278,0.012843,0.690915,0.396478,0.009242,0.687184,0.346323,0.008168,0.684836,0.308243,0.009836,0.668295,0.486419,-0.000308,0.643851,0.396673,-0.001093,0.62781,0.3423,-0.001575,0.615664,0.304568,-0.000692,0.638825,0.505553,-0.010147,0.614805,0.470737,-0.00375,0.624615,0.492061,0.004278,0.6343,0.513098,0.01146,0.614036,0.535197,-0.01839,0.60052,0.509574,-0.004151,0.609771,0.527653,0.01152,0.619348,0.546557,0.023977
two,0.681663,0.659062,1e-06,0.705748,0.58283,0.014387,0.694921,0.524153,0.017292,0.664906,0.497418,0.016155,0.638173,0.49236,0.013119,0.690954,0.486697,0.000323,0.688358,0.399254,-0.006829,0.68643,0.348347,-0.01145,0.68323,0.309074,-0.012242,0.655655,0.489345,-0.007649,0.638842,0.39968,-0.008321,0.625349,0.344667,-0.009897,0.612023,0.304259,-0.010673,0.624806,0.506857,-0.013033,0.610127,0.467776,-0.008351,0.622438,0.486031,-0.003533,0.631116,0.508972,0.001286,0.599675,0.532277,-0.017516,0.595272,0.501799,-0.006676,0.607022,0.515958,0.005776,0.616297,0.535391,0.016045
two,0.678041,0.666658,1e-06,0.709196,0.591896,0.011316,0.699337,0.531713,0.013339,0.668328,0.500289,0.01204,0.640906,0.492947,0.009152,0.692252,0.488261,-0.001622,0.694373,0.397514,-0.008018,0.693849,0.345003,-0.01251,0.690778,0.304774,-0.013587,0.655975,0.489568,-0.007684,0.642643,0.396903,-0.00759,0.630745,0.339805,-0.009356,0.618565,0.297523,-0.010549,0.624356,0.507272,-0.011253,0.616904,0.466503,-0.006039,0.630186,0.48606,-0.001475,0.638313,0.511199,0.003024,0.599038,0.533072,-0.014162,0.599863,0.502427,-0.003886,0.612077,0.518067,0.00776,0.620361,0.539531,0.017568
two,0.676557,0.673503,1e-06,0.709244,0.599354,0.010711,0.700256,0.536067,0.013235,0.668768,0.502121,0.012829,0.641353,0.493829,0.01108,0.689783,0.489829,-0.002332,0.692936,0.39804,-0.008103,0.692582,0.344889,-0.011694,0.689809,0.303918,-0.012043,0.651877,0.490881,-0.0078,0.639953,0.39724,-0.007445,0.628882,0.339387,-0.008469,0.617623,0.297353,-0.00888,0.619942,0.508678,-0.010709,0.617745,0.468887,-0.005127,0.630775,0.488745,-7.9e-05,0.637854,0.514428,0.004924,0.595082,0.534477,-0.013063,0.599871,0.505957,-0.001894,0.611524,0.522826,0.010286,0.618505,0.5451,0.020531
two,0.671894,0.669624,1e-06,0.706319,0.593013,0.007627,0.697549,0.530362,0.008193,0.665151,0.497322,0.006685,0.635987,0.489328,0.003987,0.687239,0.487777,-0.006404,0.691115,0.394076,-0.01225,0.691452,0.342019,-0.015707,0.688803,0.301064,-0.016077,0.648419,0.488688,-0.010752,0.638306,0.392722,-0.010855,0.627441,0.33551,-0.012201,0.615824,0.293459,-0.013042,0.616273,0.50539,-0.012619,0.617872,0.458333,-0.008191,0.63242,0.477434,-0.003751,0.639581,0.503752,0.000789,0.592144,0.528942,-0.013966,0.599712,0.491552,-0.003855,0.612891,0.506073,0.008148,0.620174,0.528593,0.01817
two,0.677837,0.675847,1e-06,0.710995,0.601781,0.015033,0.704741,0.535083,0.016856,0.673619,0.495032,0.015149,0.644045,0.482393,0.011603,0.70336,0.49497,-0.006338,0.707757,0.397545,-0.015354,0.709859,0.340988,-0.020333,0.710302,0.297024,-0.021184,0.667606,0.493447,-0.015064,0.65724,0.387672,-0.01768,0.64811,0.324176,-0.01838,0.637474,0.278351,-0.018503,0.634428,0.507575,-0.020425,0.619169,0.451234,-0.016742,0.631373,0.47073,-0.008146,0.639496,0.496248,-0.000694,0.606221,0.531156,-0.024718,0.599637,0.485238,-0.014009,0.610417,0.501829,0.00187,0.617731,0.524009,0.014633
two,0.650699,0.666501,0.0,0.618155,0.600847,0.001881,0.619118,0.539643,-0.003002,0.620393,0.499241,-0.014825,0.633636,0.470903,-0.026019,0.67891,0.489461,0.011417,0.680892,0.419778,-0.003631,0.685684,0.375815,-0.013231,0.695056,0.341357,-0.019037,0.699308,0.49525,-0.005166,0.706253,0.40629,-0.027322,0.70975,0.350453,-0.040938,0.718364,0.30518,-0.045874,0.711181,0.512103,-0.023313,0.670106,0.44997,-0.052897,0.646074,0.48994,-0.050915,0.643956,0.519857,-0.039317,0.709869,0.537419,-0.04158,0.667728,0.48205,-0.06092,0.648765,0.515486,-0.052871,0.647971,0.546265,-0.040762
two,0.646668,0.687939,0.0,0.61062,0.64077,-0.011992,0.60275,0.574279,-0.018272,0.618373,0.515901,-0.028834,0.645839,0.483377,-0.037861,0.625394,0.521017,0.004656,0.615179,0.447063,-0.007367,0.614084,0.405317,-0.014439,0.616922,0.370332,-0.018753,0.653164,0.519389,-0.000708,0.667321,0.432286,-0.016652,0.674013,0.386752,-0.026059,0.684961,0.353148,-0.02994,0.676937,0.531826,-0.00917,0.677948,0.462233,-0.032456,0.652148,0.50134,-0.031407,0.640506,0.541396,-0.022471,0.699877,0.550987,-0.019136,0.698677,0.495092,-0.033271,0.677741,0.511024,-0.028942,0.663941,0.538725,-0.02154
two,0.673029,0.680801,0.0,0.630389,0.642581,-0.012383,0.615057,0.573939,-0.01832,0.633468,0.511886,-0.027629,0.658385,0.47228,-0.035527,0.623026,0.51004,0.001042,0.603203,0.437212,-0.011248,0.593704,0.392151,-0.019271,0.58849,0.354798,-0.024637,0.652901,0.50219,-0.004607,0.652184,0.411914,-0.019527,0.650081,0.361628,-0.029506,0.654573,0.324164,-0.034552,0.680814,0.512314,-0.013,0.678671,0.44539,-0.035192,0.660859,0.488418,-0.034569,0.654554,0.529824,-0.026891,0.707637,0.531247,-0.022833,0.702883,0.479566,-0.037767,0.686674,0.502987,-0.033135,0.677567,0.534569,-0.025547
two,0.707292,0.672316,0.0,0.656414,0.639798,-0.013975,0.629606,0.578329,-0.019711,0.642515,0.514579,-0.028469,0.663983,0.472839,-0.036134,0.620612,0.513373,0.001334,0.589816,0.443542,-0.012146,0.572286,0.399341,-0.021222,0.558896,0.36127,-0.026573,0.650301,0.495805,-0.003414,0.632638,0.410007,-0.01775,0.6218,0.360193,-0.026764,0.616977,0.319416,-0.030482,0.681745,0.497038,-0.011489,0.67162,0.438026,-0.035271,0.667036,0.480515,-0.037299,0.669534,0.519594,-0.03018,0.712627,0.51002,-0.020957,0.704963,0.459307,-0.035829,0.695747,0.48761,-0.031382,0.692372,0.521842,-0.023478
two,0.734437,0.647681,0.0,0.684846,0.64282,-0.022625,0.646344,0.614409,-0.035518,0.642259,0.550248,-0.049198,0.654209,0.497729,-0.061127,0.600663,0.546814,-0.010683,0.548508,0.502115,-0.028358,0.518764,0.474166,-0.04108,0.493886,0.448404,-0.049202,0.622926,0.511233,-0.013363,0.576264,0.44476,-0.030745,0.550008,0.405298,-0.042718,0.528208,0.367839,-0.048786,0.654867,0.49712,-0.019691,0.633137,0.457387,-0.046267,0.645691,0.499857,-0.049926,0.657262,0.532964,-0.043841,0.690838,0.497959,-0.028027,0.672234,0.46232,-0.045239,0.676195,0.493507,-0.04136,0.68358,0.52351,-0.033576
two,0.740186,0.633334,0.0,0.696747,0.643562,-0.0248,0.655107,0.618717,-0.037917,0.644248,0.556342,-0.051404,0.646238,0.504472,-0.063272,0.599203,0.564734,-0.017378,0.542253,0.532868,-0.035853,0.50827,0.512571,-0.048132,0.479917,0.493147,-0.056052,0.614832,0.524562,-0.01932,0.561001,0.471016,-0.038048,0.530155,0.437471,-0.050731,0.505566,0.40683,-0.057126,0.642363,0.503107,-0.024573,0.618402,0.468367,-0.050669,0.638993,0.501989,-0.054172,0.65564,0.52758,-0.048689,0.675938,0.494417,-0.032179,0.658745,0.46743,-0.049587,0.668679,0.495365,-0.046744,0.679644,0.519143,-0.040042
two,0.73805,0.63483,0.0,0.694466,0.640743,-0.024239,0.654215,0.613068,-0.037479,0.645634,0.551195,-0.05128,0.649215,0.50029,-0.063637,0.601631,0.559625,-0.017492,0.545503,0.524623,-0.036164,0.512141,0.502542,-0.048808,0.484168,0.481623,-0.057172,0.618141,0.521035,-0.019911,0.565508,0.465092,-0.038958,0.536077,0.43037,-0.052447,0.512241,0.398246,-0.059725,0.645773,0.501461,-0.025487,0.621168,0.462196,-0.052171,0.640691,0.496829,-0.056374,0.657107,0.524237,-0.051508,0.679507,0.494858,-0.033286,0.661905,0.463758,-0.051717,0.671262,0.49127,-0.049484,0.682501,0.516572,-0.043261
two,0.737442,0.639594,0.0,0.693043,0.644315,-0.023333,0.652505,0.615176,-0.036016,0.644369,0.553106,-0.049529,0.649437,0.502922,-0.061564,0.601894,0.55886,-0.015631,0.546812,0.522283,-0.033995,0.514284,0.499632,-0.046391,0.487076,0.478192,-0.054419,0.618868,0.52133,-0.018247,0.567336,0.464466,-0.037072,0.537667,0.42945,-0.049908,0.514464,0.397099,-0.056391,0.646927,0.502424,-0.024075,0.622318,0.465696,-0.049906,0.641549,0.502004,-0.052585,0.658086,0.529022,-0.046469,0.680862,0.496366,-0.032205,0.662001,0.46625,-0.049415,0.67077,0.49536,-0.045838,0.681896,0.520384,-0.038532
two,0.718324,0.693111,0.0,0.664766,0.666317,-0.010747,0.633677,0.614534,-0.017028,0.636209,0.552587,-0.027365,0.651929,0.513361,-0.03713,0.612999,0.547195,0.001968,0.574122,0.485548,-0.01077,0.552149,0.450951,-0.021038,0.53434,0.419746,-0.028102,0.638736,0.524718,-0.005012,0.610731,0.446441,-0.017977,0.59378,0.40218,-0.029431,0.583305,0.361023,-0.036765,0.668664,0.521396,-0.014866,0.651403,0.470623,-0.034492,0.650661,0.516,-0.038871,0.657832,0.553063,-0.035833,0.700175,0.53214,-0.026253,0.686152,0.486709,-0.03815,0.678936,0.51382,-0.035913,0.680113,0.54573,-0.031347
two,0.694438,0.712896,0.0,0.647369,0.675768,-0.009081,0.629385,0.609876,-0.013881,0.64372,0.547498,-0.022985,0.661427,0.506045,-0.031454,0.630369,0.542593,0.003848,0.605056,0.471535,-0.009046,0.591639,0.428032,-0.018439,0.582273,0.390059,-0.025089,0.659699,0.529861,-0.003718,0.652326,0.439822,-0.019422,0.646905,0.38881,-0.03115,0.647586,0.347323,-0.037918,0.688256,0.535909,-0.013745,0.679522,0.468977,-0.035814,0.66788,0.51607,-0.035339,0.665841,0.556775,-0.028426,0.716515,0.552886,-0.025043,0.705726,0.503184,-0.039579,0.693807,0.532924,-0.034331,0.688979,0.566017,-0.026789
two,0.681666,0.711166,0.0,0.637074,0.668699,-0.009315,0.621781,0.60166,-0.014832,0.641553,0.54068,-0.024531,0.668498,0.504073,-0.033435,0.628713,0.534181,0.002127,0.610379,0.45728,-0.010735,0.601235,0.411725,-0.020649,0.59545,0.37199,-0.028139,0.659845,0.5258,-0.00551,0.66042,0.433371,-0.020516,0.660399,0.379709,-0.032101,0.66616,0.33626,-0.039525,0.688146,0.536281,-0.015538,0.6876,0.468417,-0.035704,0.67155,0.513274,-0.034025,0.66603,0.554578,-0.027086,0.715013,0.556578,-0.027115,0.710168,0.504712,-0.040435,0.695558,0.53057,-0.034851,0.688391,0.562481,-0.027574
two,0.684454,0.707886,0.0,0.640559,0.65981,-0.004345,0.626941,0.594419,-0.00933,0.64642,0.535129,-0.019793,0.675345,0.503596,-0.029813,0.636462,0.52919,0.003017,0.620037,0.448276,-0.010351,0.612076,0.40214,-0.020939,0.607482,0.361744,-0.029324,0.667465,0.521568,-0.007379,0.669517,0.427684,-0.023385,0.670073,0.373138,-0.035641,0.676734,0.328554,-0.043947,0.695331,0.532469,-0.019438,0.695324,0.461981,-0.037431,0.677182,0.509551,-0.031914,0.670458,0.552319,-0.023144,0.72214,0.553761,-0.033061,0.718299,0.499162,-0.04416,0.70247,0.524228,-0.036252,0.694383,0.555527,-0.027709
two,0.680395,0.705436,0.0,0.639263,0.663373,-0.00644,0.620735,0.599831,-0.013248,0.623161,0.544375,-0.025668,0.646472,0.508749,-0.037321,0.651649,0.53457,0.001951,0.635655,0.454326,-0.011721,0.628229,0.411454,-0.018972,0.625927,0.374314,-0.023136,0.67729,0.532403,-0.00907,0.679581,0.430028,-0.028418,0.679343,0.373872,-0.039674,0.684569,0.329568,-0.043927,0.700859,0.545305,-0.022155,0.67859,0.478879,-0.050253,0.656398,0.526545,-0.049736,0.650616,0.567885,-0.039657,0.720796,0.565071,-0.035884,0.695652,0.509076,-0.054099,0.674753,0.537101,-0.048489,0.666833,0.569774,-0.039178
two,0.694987,0.699584,0.0,0.688623,0.626683,0.023502,0.666654,0.562232,0.024983,0.626981,0.52343,0.019348,0.596862,0.502313,0.01395,0.682719,0.520517,0.013472,0.661789,0.451868,0.006279,0.65673,0.411141,0.001964,0.654739,0.374434,-0.00096,0.673226,0.52797,-0.004956,0.639771,0.44849,-0.013291,0.627982,0.398898,-0.018148,0.621234,0.358047,-0.022214,0.657852,0.546622,-0.02106,0.59954,0.509472,-0.023842,0.600746,0.539242,-0.015368,0.613962,0.555043,-0.009046,0.639179,0.569936,-0.036092,0.589372,0.543672,-0.033308,0.593107,0.567658,-0.02358,0.606459,0.580169,-0.016599
two,0.677717,0.694147,0.0,0.688188,0.617109,0.029118,0.676265,0.565419,0.035748,0.651519,0.536362,0.035413,0.628214,0.529686,0.033665,0.674447,0.528042,0.013056,0.662146,0.451244,0.007191,0.65768,0.405476,0.003633,0.655367,0.369745,0.003071,0.647229,0.534391,-0.002747,0.623484,0.452375,-0.008738,0.60953,0.401331,-0.012439,0.599064,0.365985,-0.013851,0.621321,0.552928,-0.014376,0.594374,0.51219,-0.009524,0.604614,0.529695,0.001843,0.614617,0.546157,0.010961,0.600147,0.581092,-0.024237,0.581066,0.545894,-0.011053,0.591183,0.561977,0.006853,0.601433,0.578312,0.020946
two,0.66509,0.695098,0.0,0.686229,0.621287,0.020674,0.67562,0.568083,0.026599,0.650718,0.53537,0.028168,0.628688,0.524736,0.028502,0.670802,0.529363,0.004898,0.664669,0.447122,0.000367,0.65955,0.400322,-0.002278,0.654204,0.364596,-0.001996,0.637692,0.53258,-0.004148,0.619465,0.448377,-0.005307,0.608312,0.398049,-0.004728,0.59805,0.362489,-0.002986,0.608356,0.548224,-0.009666,0.59991,0.507463,-0.001265,0.611063,0.519642,0.008524,0.616923,0.53946,0.016429,0.585832,0.573249,-0.014125,0.587861,0.543599,0.001472,0.597536,0.556333,0.017434,0.603794,0.575689,0.030199
two,0.662977,0.700655,0.0,0.687153,0.624937,0.01797,0.67634,0.568545,0.02416,0.650762,0.533609,0.02682,0.628092,0.523117,0.028522,0.669719,0.528489,0.004506,0.666124,0.443951,0.001912,0.662092,0.397001,0.000252,0.65619,0.360602,0.000946,0.634807,0.532199,-0.002598,0.619121,0.44631,-0.001261,0.608766,0.395537,-0.000576,0.598499,0.360077,0.000761,0.605911,0.548137,-0.006341,0.605786,0.508422,0.003437,0.617826,0.519709,0.011323,0.6226,0.539826,0.017588,0.583948,0.571872,-0.009213,0.592465,0.541408,0.00689,0.602193,0.55356,0.021488,0.60763,0.573883,0.03299
two,0.659894,0.701193,0.0,0.685437,0.625826,0.021514,0.675316,0.572173,0.028665,0.649953,0.536044,0.032023,0.627544,0.524847,0.034348,0.667967,0.531319,0.00502,0.662907,0.446054,0.003416,0.65819,0.398956,0.002531,0.65209,0.362543,0.003543,0.63245,0.534858,-0.002592,0.615202,0.44767,-0.001434,0.604388,0.39736,-6.8e-05,0.593596,0.362394,0.001861,0.603494,0.55105,-0.006037,0.601144,0.509416,0.005728,0.613333,0.519713,0.016111,0.618118,0.539618,0.023724,0.582091,0.576008,-0.008348,0.588279,0.543039,0.01041,0.597802,0.554045,0.027282,0.603658,0.574651,0.04021
two,0.660772,0.702256,0.0,0.687757,0.629415,0.017273,0.677235,0.571935,0.023342,0.651448,0.5337,0.026361,0.628479,0.521477,0.028364,0.668468,0.532173,0.002167,0.663644,0.445642,0.000164,0.660158,0.398611,-0.000738,0.65506,0.362795,0.000598,0.633843,0.536654,-0.004118,0.617389,0.449112,-0.002674,0.606832,0.397255,-0.001725,0.596064,0.360839,-0.000233,0.605313,0.552297,-0.006801,0.603122,0.506687,0.002924,0.61527,0.516105,0.011135,0.620229,0.535802,0.017503,0.58442,0.575186,-0.008478,0.590607,0.539192,0.0075,0.600592,0.549424,0.02251,0.606061,0.569311,0.034262
two,0.664341,0.69954,0.0,0.691593,0.625858,0.01796,0.681851,0.57004,0.023972,0.656173,0.532356,0.027185,0.633361,0.519366,0.029457,0.67168,0.531325,0.00058,0.665411,0.446646,-0.000894,0.661007,0.400878,-0.001314,0.655323,0.365655,0.000166,0.636629,0.53638,-0.005235,0.618811,0.450282,-0.004153,0.607982,0.399547,-0.003174,0.597113,0.364135,-0.001661,0.608356,0.552437,-0.006913,0.606271,0.509878,0.004187,0.618477,0.517459,0.013445,0.623737,0.536281,0.020156,0.587719,0.575892,-0.007562,0.592755,0.541658,0.010233,0.602741,0.550332,0.026179,0.609235,0.569761,0.038353
two,0.670322,0.695918,0.0,0.695992,0.621111,0.013173,0.685219,0.563387,0.017476,0.658349,0.531897,0.019104,0.634271,0.523969,0.019508,0.67789,0.529868,8.9e-05,0.670631,0.446686,-0.00224,0.665498,0.401887,-0.003304,0.659077,0.367075,-0.002111,0.642355,0.535348,-0.005412,0.624941,0.450925,-0.003659,0.613004,0.40026,-0.003475,0.601489,0.364104,-0.002715,0.613503,0.551693,-0.00788,0.611554,0.507469,0.00013,0.624035,0.518035,0.006096,0.629755,0.538311,0.011153,0.592408,0.573695,-0.009551,0.598209,0.538915,0.004555,0.608516,0.548751,0.018069,0.614192,0.567913,0.028726
two,0.675743,0.695814,0.0,0.702976,0.623113,0.007666,0.691564,0.562947,0.0102,0.662288,0.532913,0.011091,0.635652,0.52684,0.011294,0.680597,0.527134,-0.00247,0.675516,0.442673,-0.003706,0.670463,0.397785,-0.003418,0.66353,0.362686,-0.001508,0.64481,0.532641,-0.006217,0.629909,0.448078,-0.0053,0.61795,0.396809,-0.005733,0.606175,0.359455,-0.005238,0.616396,0.549131,-0.007525,0.617978,0.502922,-0.003326,0.631752,0.515591,4.1e-05,0.638184,0.536972,0.004248,0.596628,0.569187,-0.008136,0.604527,0.531524,0.002212,0.616347,0.542302,0.01358,0.622451,0.562027,0.023158
two,0.632976,0.690022,0.0,0.603466,0.635594,-0.007394,0.602205,0.577217,-0.016688,0.605573,0.534285,-0.030806,0.62805,0.50964,-0.043948,0.656056,0.531366,-0.00136,0.656623,0.461813,-0.017938,0.658703,0.419401,-0.026989,0.665397,0.385802,-0.031506,0.67809,0.538001,-0.012803,0.693258,0.450827,-0.035707,0.699442,0.39681,-0.048999,0.707989,0.353139,-0.053015,0.69313,0.555773,-0.026074,0.660633,0.496325,-0.058307,0.634574,0.533096,-0.059331,0.627607,0.564991,-0.04847,0.69615,0.57811,-0.039613,0.661445,0.520878,-0.060573,0.63898,0.547294,-0.05448,0.632429,0.576987,-0.043273
two,0.651473,0.730168,0.0,0.60944,0.687739,-0.011529,0.594144,0.620748,-0.018147,0.609589,0.561839,-0.02893,0.634574,0.522094,-0.038224,0.613701,0.55605,0.002885,0.601237,0.476983,-0.011127,0.597824,0.431736,-0.02011,0.597794,0.392616,-0.026031,0.642528,0.551111,-0.004248,0.648112,0.457994,-0.022049,0.652205,0.405675,-0.033674,0.660468,0.365434,-0.039336,0.668641,0.56315,-0.014338,0.664105,0.495373,-0.039542,0.644214,0.538159,-0.03924,0.635342,0.57896,-0.030784,0.694708,0.583471,-0.025856,0.688067,0.528445,-0.043214,0.670274,0.550495,-0.03909,0.658623,0.581405,-0.031283
two,0.681246,0.735645,0.0,0.638736,0.695065,-0.010502,0.623675,0.628427,-0.018521,0.645056,0.572002,-0.030638,0.67487,0.542927,-0.041995,0.63341,0.546054,-0.006278,0.618943,0.464901,-0.022589,0.612631,0.416942,-0.034565,0.609238,0.376226,-0.043032,0.666103,0.541124,-0.014957,0.669139,0.445746,-0.032472,0.67004,0.389539,-0.044956,0.675576,0.344631,-0.052857,0.695106,0.556116,-0.025675,0.695637,0.492098,-0.047138,0.678515,0.536827,-0.04514,0.670529,0.577726,-0.037844,0.7219,0.582745,-0.038077,0.721541,0.528679,-0.051987,0.704104,0.554154,-0.045699,0.691834,0.587129,-0.037798
two,0.681716,0.729173,0.0,0.63882,0.695354,-0.016813,0.619743,0.632145,-0.02709,0.640977,0.57672,-0.039954,0.668749,0.5434,-0.052036,0.62486,0.542916,-0.011478,0.608681,0.465484,-0.029782,0.601459,0.417425,-0.04209,0.5972,0.376686,-0.050056,0.658195,0.535242,-0.017539,0.65803,0.442903,-0.036382,0.65714,0.38836,-0.048372,0.659921,0.344386,-0.054931,0.688613,0.54938,-0.026341,0.687387,0.489876,-0.051766,0.67437,0.534902,-0.052188,0.668487,0.573637,-0.045224,0.716278,0.577534,-0.036894,0.714518,0.529966,-0.053769,0.700293,0.558825,-0.048781,0.690954,0.59042,-0.04101
two,0.697898,0.717218,1e-06,0.65622,0.688633,-0.02077,0.639109,0.625547,-0.032122,0.666882,0.573878,-0.044662,0.695795,0.540972,-0.056303,0.635049,0.536916,-0.018369,0.614272,0.462211,-0.035885,0.602755,0.416084,-0.04591,0.593814,0.37655,-0.05233,0.671402,0.526079,-0.022811,0.678858,0.432683,-0.042115,0.685943,0.37765,-0.052885,0.694448,0.334157,-0.057402,0.703836,0.540765,-0.030045,0.706488,0.496825,-0.0562,0.694228,0.546434,-0.056915,0.688496,0.579178,-0.049594,0.731798,0.569253,-0.03918,0.731414,0.534376,-0.056401,0.719267,0.567908,-0.051236,0.712647,0.593264,-0.043096
two,0.703013,0.715362,1e-06,0.662512,0.691361,-0.024972,0.646569,0.632594,-0.040127,0.674413,0.58554,-0.055364,0.703395,0.55468,-0.06912,0.64128,0.539512,-0.027135,0.615727,0.467218,-0.045897,0.601601,0.421167,-0.056734,0.590577,0.381048,-0.064509,0.678668,0.528301,-0.030324,0.693998,0.437179,-0.051887,0.709555,0.382813,-0.063458,0.724681,0.339545,-0.068742,0.71011,0.544606,-0.036042,0.718613,0.50275,-0.062408,0.704418,0.555045,-0.060987,0.695855,0.588142,-0.052846,0.736427,0.574522,-0.044193,0.740443,0.545701,-0.062875,0.727633,0.580118,-0.057843,0.719258,0.604279,-0.049758
two,0.693389,0.727404,1e-06,0.655263,0.699594,-0.022015,0.641044,0.641661,-0.036178,0.666622,0.598179,-0.051142,0.694374,0.569384,-0.064816,0.637927,0.550972,-0.023638,0.61406,0.480118,-0.041642,0.600928,0.434174,-0.05267,0.591042,0.394108,-0.060654,0.673626,0.543741,-0.028012,0.69207,0.455053,-0.048549,0.710458,0.401483,-0.060343,0.728483,0.356986,-0.066252,0.703564,0.561864,-0.034713,0.714511,0.518176,-0.059951,0.699459,0.567607,-0.058768,0.690441,0.600275,-0.051157,0.728829,0.592592,-0.043644,0.737046,0.556891,-0.061101,0.724811,0.58679,-0.055666,0.71657,0.610709,-0.047607
three,0.453835,1.050313,1e-06,0.5024,1.015976,-0.016744,0.523495,0.955271,-0.025058,0.514416,0.90597,-0.030819,0.496459,0.870396,-0.037501,0.518051,0.884789,-0.026123,0.546572,0.805071,-0.045015,0.565323,0.752,-0.057938,0.579982,0.709062,-0.064679,0.483071,0.872754,-0.027837,0.496746,0.777517,-0.047845,0.507479,0.711808,-0.058613,0.514661,0.657886,-0.061479,0.4505,0.882193,-0.030397,0.450161,0.796216,-0.052678,0.459481,0.739907,-0.061772,0.466236,0.694122,-0.063147,0.424887,0.909538,-0.033176,0.43496,0.861335,-0.049488,0.45098,0.87086,-0.045255,0.463595,0.892456,-0.037598
three,0.467099,0.839426,0.0,0.506246,0.813038,-0.018897,0.526497,0.760233,-0.024208,0.504269,0.710172,-0.027702,0.484685,0.673597,-0.031712,0.534422,0.665658,-0.011037,0.562844,0.595691,-0.020303,0.578523,0.550976,-0.02852,0.589009,0.511144,-0.034984,0.504093,0.649475,-0.012836,0.518951,0.565693,-0.019924,0.525438,0.516111,-0.028333,0.531152,0.474287,-0.034557,0.473463,0.652735,-0.017345,0.479926,0.573337,-0.033179,0.48758,0.52355,-0.047636,0.493989,0.479628,-0.057494,0.442103,0.671788,-0.023016,0.450011,0.627377,-0.041541,0.461007,0.648491,-0.045037,0.468213,0.676019,-0.045683
three,0.467179,0.801849,0.0,0.505179,0.780554,-0.019824,0.527748,0.725594,-0.025079,0.507225,0.674209,-0.028135,0.485845,0.641255,-0.031519,0.540051,0.628898,-0.012129,0.570796,0.561562,-0.020346,0.587197,0.518526,-0.028257,0.597228,0.481,-0.034705,0.509353,0.613035,-0.013288,0.526342,0.531672,-0.019134,0.534828,0.483163,-0.028293,0.540632,0.442631,-0.035286,0.478724,0.617472,-0.016911,0.486654,0.539553,-0.030843,0.496177,0.48839,-0.046613,0.502736,0.444927,-0.057621,0.446871,0.637442,-0.021737,0.451448,0.589802,-0.039706,0.461987,0.600192,-0.045223,0.469317,0.619485,-0.047366
three,0.459295,0.795229,0.0,0.49916,0.773758,-0.020803,0.522664,0.71881,-0.026255,0.502134,0.665526,-0.029219,0.480348,0.631156,-0.032633,0.534921,0.621617,-0.012371,0.566142,0.555221,-0.019717,0.582661,0.513329,-0.02724,0.593076,0.475276,-0.033673,0.505126,0.604824,-0.013251,0.52355,0.52395,-0.018153,0.532557,0.475892,-0.026884,0.538771,0.434276,-0.033828,0.474341,0.608749,-0.016678,0.483113,0.530806,-0.030977,0.492244,0.479453,-0.04711,0.498432,0.434002,-0.058459,0.441964,0.628798,-0.021312,0.447107,0.578529,-0.03988,0.457669,0.594582,-0.044799,0.464589,0.620096,-0.046547
